"CASEID_NEW","PPAGECAT","PPAGE","PPEDUCAT","PPEDUC","PPETHM","PPGENDER","PPHOUSEHOLDSIZE","PPINCIMP","PPMARIT","PPREG4","PPRENT","CHILDREN_IN_HH","PPWORK","PPNET","PPPARTYID3","PAPRELIGION","Q4","Q6B","Q7B","Q9","Q10","Q17A","Q21B","Q21D","Q23","Q27","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q32","Q34","HOW_LONG_RELATIONSHIP"
2494291,"(02) 25-34",29,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",4,"(15) $85,000 to $99,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",2,"(1) working - as a paid employee","(1) yes","(1) republican","(04) Mormon","(2) female","(1) white","(04) mormon",25,"(10) some college, no degree","(1) once (this is my first marriage)",24,25,"(1) i earned more","(2) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",5
2496271,"(02) 25-34",27,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",5,"(10) $35,000 to $39,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(11) other Christian","(2) female","(1) white","(11) other christian",28,"(12) bachelor's degree","(1) once (this is my first marriage)",19,20,"(1) i earned more","(2) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",8
2499671,"(06) 65-74",67,"(3) some college","(11) associate degree","(1) white, non-hispanic","(2) female",2,"(19) $175,000 or more","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(0) no","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(1) male","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",66,"(12) bachelor's degree","(1) once (this is my first marriage)",13,22,"(3) partner earned more","(2) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",54
2500281,"(02) 25-34",28,"(4) bachelor's degree or higher","(12) bachelors degree","(2) black, non-hispanic","(2) female",2,"(11) $40,000 to $49,999","(1) married","(4) west","(2) rented for cash",0,"(1) working - as a paid employee","(0) no","(3) democrat","(09) Pentecostal","(1) male","(2) black or african american","(09) pentecostal",26,"(10) some college, no degree","(1) once (this is my first marriage)",25,25,"(1) i earned more","(2) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",4
2502671,"(06) 65-74",67,"(1) less than high school","(05) 9th grade","(1) white, non-hispanic","(1) male",4,"(15) $85,000 to $99,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",1,"(5) not working - retired","(1) yes","(3) democrat","(01) Baptist- any denomination","(2) female","(1) white","(01) baptist - any denomination",65,"(09) hs graduate or ged","(1) once (this is my first marriage)",18,18,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",49
2503411,"(03) 35-44",41,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(4) hispanic","(2) female",4,"(11) $40,000 to $49,999","(1) married","(4) west","(2) rented for cash",1,"(7) not working - other","(1) yes","(1) republican","(11) other Christian","(1) male","(5) other (please specify)","(11) other christian",42,"(11) associate degree","(1) once (this is my first marriage)",20,23,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(2) good",21
2510361,"(03) 35-44",36,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(4) hispanic","(1) male",3,"(12) $50,000 to $59,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",1,"(1) working - as a paid employee","(1) yes","(1) republican","(13) None","(2) female","(1) white","(13) none",42,"(12) bachelor's degree","(1) once (this is my first marriage)",20,21,"(1) i earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",16
2516782,"(07) 75+",78,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",1,"(10) $35,000 to $39,999","(2) widowed","(3) south","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(0) no","(1) republican","(13) None","(2) female","(1) white","(01) baptist - any denomination",70,"(09) hs graduate or ged","(1) once (this is my first marriage)",21,21,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",57
2517611,"(05) 55-64",61,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(2) female",2,"(13) $60,000 to $74,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(3) democrat","(13) None","(1) male","(1) white","(13) none",59,"(13) master's degree","(1) once (this is my first marriage)",22,26,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",39
2518321,"(02) 25-34",32,"(4) bachelor's degree or higher","(12) bachelors degree","(2) black, non-hispanic","(1) male",3,"(18) $150,000 to $174,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(11) other Christian","(2) female","(2) black or african american","(11) other christian",34,"(13) master's degree","(1) once (this is my first marriage)",22,24,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(1) yes","(0) no","(2) no, we did not meet through the internet","(1) excellent",10
2520291,"(02) 25-34",29,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(2) female",4,"(12) $50,000 to $59,999","(1) married","(2) midwest","(2) rented for cash",2,"(1) working - as a paid employee","(0) no","(3) democrat","(03) Catholic","(1) male","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",40,"(07) 11th grade","(1) once (this is my first marriage)",20,21,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(3) fair",9
2524351,"(03) 35-44",35,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",3,"(14) $75,000 to $84,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(2) working - self-employed","(0) no","(1) republican","(01) Baptist- any denomination","(2) female","(1) white","(01) baptist - any denomination",35,"(12) bachelor's degree","(1) once (this is my first marriage)",21,23,"(1) i earned more","(1) yes","(0) no","(1) yes","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(3) fair",14
2526551,"(05) 55-64",55,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",3,"(13) $60,000 to $74,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(3) not working - on temporary layoff from a job","(0) no","(3) democrat","(03) Catholic","(2) female","(1) white","(01) baptist - any denomination",58,"(13) master's degree","(1) once (this is my first marriage)",25,30,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",30
2527611,"(05) 55-64",61,"(4) bachelor's degree or higher","(13) masters degree","(1) white, non-hispanic","(2) female",2,"(16) $100,000 to $124,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(1) yes","(3) democrat","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(1) male","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",67,"(12) bachelor's degree","(2) twice",52,55,"(2) we earned about the same amount","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",9
2529781,"(07) 75+",78,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(2) black, non-hispanic","(1) male",2,"(11) $40,000 to $49,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(0) no","(3) democrat","(01) Baptist- any denomination","(2) female","(2) black or african american","(01) baptist - any denomination",70,"(09) hs graduate or ged","(1) once (this is my first marriage)",36,57,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(1) yes","(1) yes","(2) no, we did not meet through the internet","(2) good",42
2534481,"(04) 45-54",48,"(4) bachelor's degree or higher","(13) masters degree","(1) white, non-hispanic","(2) female",2,"(15) $85,000 to $99,999","(1) married","(1) northeast","(2) rented for cash",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(05) Jewish","(1) male","(1) white","(05) jewish",47,"(13) master's degree","(1) once (this is my first marriage)",18,20,"(1) i earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(2) good",30
2536634,"(05) 55-64",63,"(1) less than high school","(08) 12th grade no diploma","(2) black, non-hispanic","(2) female",1,"(03) $7,500 to $9,999","(4) separated","(3) south","(2) rented for cash",0,"(6) not working - disabled","(0) no","(3) democrat","(01) Baptist- any denomination","(1) male","(2) black or african american","(01) baptist - any denomination",65,"(08) 12th grade no diploma","(2) twice",43,43,"(2) we earned about the same amount","(1) yes","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(2) no, we did not meet through the internet","(4) poor",20
2538381,"(03) 35-44",38,"(3) some college","(10) some college, no degree","(4) hispanic","(1) male",6,"(12) $50,000 to $59,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",1,"(1) working - as a paid employee","(1) yes","(3) democrat","(03) Catholic","(2) female","(1) white","(03) catholic",38,"(12) bachelor's degree","(2) twice",31,32,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(2) good",7
2539331,"(02) 25-34",33,"(4) bachelor's degree or higher","(12) bachelors degree","(4) hispanic","(1) male",3,"(13) $60,000 to $74,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",1,"(2) working - self-employed","(1) yes","(3) democrat","(03) Catholic","(2) female","(2) black or african american","(01) baptist - any denomination",25,"(12) bachelor's degree","(1) once (this is my first marriage)",24,29,"(2) we earned about the same amount","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(3) fair",9
2541912,"(07) 75+",91,"(1) less than high school","(04) 7th or 8th grade","(1) white, non-hispanic","(2) female",1,"(05) $12,500 to $14,999","(2) widowed","(2) midwest","(2) rented for cash",0,"(5) not working - retired","(0) no","(3) democrat","(03) Catholic","(1) male","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",89,"(09) hs graduate or ged","(2) twice",71,71,"(2) we earned about the same amount","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",20
2544491,"(04) 45-54",49,"(3) some college","(11) associate degree","(1) white, non-hispanic","(1) male",3,"(16) $100,000 to $124,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",1,"(1) working - as a paid employee","(1) yes","(1) republican","(11) other Christian","(2) female","(1) white","(11) other christian",49,"(11) associate degree","(1) once (this is my first marriage)",21,23,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",28
2548661,"(06) 65-74",66,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",2,"(12) $50,000 to $59,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(1) yes","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",65,"(10) some college, no degree","(1) once (this is my first marriage)",24,25,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",42
